item_desc|corp_item_brand_name|pim_item_class_desc|pim_item_sub_class_desc|state|flavor|pim_tasting_notes
JESSE JAMES AMER OUTLAW BBN 80|JESSE JAMES|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIANZHUANG BAIJIU 100|JIANZHUANG|SPIRITS-OTHER|BAIJIU|TX||
JIM BEAM CKTL HIGHBALL BBN&S CAN6P|JIM BEAM|COCKTAILS|COCKTAILS-OTHER|TX|CITRUS|
JIM BEAM CKTL GING HIGHB CAN 6/4P|JIM BEAM|COCKTAILS|COCKTAILS-OTHER|TX|GINGER|Bold ginger ale taste, expertly balanced with bourbon
BEAM & GINGER ALE CKTL 6/4PK 10(OL|JIM BEAM|COCKTAILS|COCKTAILS-OTHER|TX||
JIM BEAM RTD BBN COLA CAN4/6P|JIM BEAM|COCKTAILS|COCKTAILS-OTHER|TX|OTHER|
BEAM & GINGER ALE CKTL10 CAN 4/6PK|JIM BEAM|COCKTAILS|COCKTAILS-OTHER|TX|GINGER|
JIM BEAM RTD BBN GING ALE CAN4/6P|JIM BEAM|COCKTAILS|COCKTAILS-OTHER|TX|GINGER|
JIM BEAM CKTL HIGHBALL BBN&S CAN4P|JIM BEAM|COCKTAILS|COCKTAILS-OTHER|TX|CITRUS|Bright and balanced lemon and orange flavors, with a splash of lime
BEAM & COLA CKTL 4/6PK 10 CAN|JIM BEAM|COCKTAILS|COCKTAILS-OTHER|TX|OTHER|
JIM BEAM BBN CREAM LIQ SPEC RLS 30|JIM BEAM|LIQUEUR|WHISKEY LIQUEUR|TX|CREAM|Jim Beam Bourbon shines in this sweet, creamy blend of sweet vanilla, warm baking spices, and slight oak.
JIM BEAM A(P/H/BC/A/V)W/ASTROS BKT|JIM BEAM|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
JIM BEAM AST(WH/AP/HO/VA)4P HOLID|JIM BEAM|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
JIM BEAM BBN(WHT/APL/HNY)12/3P PET|JIM BEAM|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
BEAM AST(2E-P/H/A/V/RSBC)12/10P|JIM BEAM|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
JIM BEAM BBN ASST(6-80/3E-APL/HNY)|JIM BEAM|MIXED PACKAGE-SPIRITS|MIXED PACKAGE-ASSORTED SPIRITS|TX|MIXED PACKAGE|
JIM BEAM BBN 4YR 80 TRAY PK|JIM BEAM|SPIRITS-OTHER|SPIRITS-OTHER|TX||
JIM BEAM BBN ORANGE 65|JIM BEAM|SPIRITS-OTHER|SPIRITS-OTHER|TX|ORANGE|Sweet orange complimented by oak, vanilla, and light char
JIM BEAM BBN VANILLA 65|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|VANILLA|Rich whiskey followed by a creamy natural vanilla taste
JIM BEAM BBN APPLE 65 12/10PK PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|Juicy, fresh green apple with a balance of tart and sweet, and with subtle oak undertones
JIM BEAM BBN VANILLA 70|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|VANILLA|Rich whiskey followed by a creamy natural vanilla taste
JIM BEAM BBN APPLE 70 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
JIM BEAM BBN MAPLE 70 10/12PK PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|MAPLE|
JIM BEAM KENTUCKY FIRE 70|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|CINNAMON|Intense, sweet cinnamon with subtle bourbon notes and a fiery kick
JIM BEAM BBN ORANGE 71W/HBALLGLS|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|ORANGE|.
JIM BEAM BBN APPLE 65|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|Apple and Jim Beam have come together to make history with the perfect balance of premium apple liqueur and bourbon, resulting in rich American heritage with a light, juicy twist. Surprisingly smooth and deliciously different, this is succulent without overpowering, retaining rich bourbon undertones.
JIM BEAM BBN PEACH65|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|PEACH|Ripe peach sweetness balanced by woody notes
JIM BEAM BBN APPLE 70 10/12PK PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
JIM BEAM BBN VANILLA 65 12/10P PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|VANILLA|Rich whiskey followed by a creamy natural vanilla taste
JIM BEAM BBN VANILLA 70 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|VANILLA|Rich whiskey followed by a creamy natural vanilla taste
JIM BEAM BBN APPLE 65|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|Juicy, fresh green apple with a balance of tart and sweet, and with subtle oak undertones
JIM BEAM BBN HONEY 70 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|HONEY|Sweet floral notes of honey marry into the bold bourbon
JIM BEAM BBN APPLE 70|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
JIM BEAM BBN HONEY 65 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|HONEY|Sweet floral notes of honey marry into the bold bourbon
JIM BEAM BBN APPLE 70|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|Apple and Jim Beam have come together to make history with the perfect balance of premium apple liqueur and bourbon, resulting in rich American heritage with a light, juicy twist. Surprisingly smooth and deliciously different, this is succulent without overpowering, retaining rich bourbon undertones.
JIM BEAM BBN PEACH 65|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|PEACH|Ripe peach sweetness balanced by woody notes
JIM BEAM BBN VANILLA 10/12PK PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|VANILLA|Jim Beam Vanilla combines the natural flavor of Madagascar Bourbon Vanilla bean with the world's finest Kentucky Straight Bourbon Whiskey. The result is a perfect balance of rich full-bodied vanilla and subtle hints of oak, complemented with the deep caramel notes of bourbon.
JIM BEAM BBN PEACH 65 12/10PK PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|PEACH|Ripe peach sweetness balanced by woody notes
JIM BEAM BBN MAPLE 70 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|MAPLE|
JIM BEAM BBN MAPLE 70|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|MAPLE|
JIM BEAM BBN ORANGE 65 PET 12/10P|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|ORANGE|Sweet orange complimented by oak, vanilla, and light char
JIM BEAM BBN PEACH 65 W/HIBALL MUG|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|PEACH|Knob Creek Single Barrel Reserve is bottled individually to become one-of-a-kind meaning that each batch will have slight variations in taste color and aroma based on its final age rack placement and other proprietary methods passed down for seven generations.
JIM BEAM KENTUCKY FIRE 70 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|CINNAMON|Intense, sweet cinnamon with subtle bourbon notes and a fiery kick
JIM BEAM KENTUCKY FIRE 70|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|CINNAMON|Bourbon is enhanced with the flavor of red-hot cinnamon liqueur, delivering a fiery, sweet kick.
JIM BEAM BBN PEACH 65 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|PEACH|Ripe peach sweetness balanced by woody notes
JIM BEAM KENTUCKY FIRE 65 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|CINNAMON|Intense, sweet cinnamon with subtle bourbon notes and a fiery kick
JIM BEAM BBN VANILLA 65 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|VANILLA|Rich whiskey followed by a creamy natural vanilla taste
JIM BEAM BBN HONEY 70|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|HONEY|.
JIM BEAM BBN APPLE 70 W/EAR BUD|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
JIM BEAM BBN VANILLA 12/10PK PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|VANILLA|Rich whiskey followed by a creamy natural vanilla taste
JIM BEAM BBN APPLE 70(KY/IL)|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|Apple and Jim Beam have come together to make history with the perfect balance of premium apple liqueur and bourbon, resulting in rich American heritage with a light, juicy twist. Surprisingly smooth and deliciously different, this is succulent without overpowering, retaining rich bourbon undertones.
JIM BEAM BBN APPLE 70 W/COWBOY GLS|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
JIM BEAM BBN HONEY 65 12/10PK PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|HONEY|Sweet floral notes of honey marry into the bold bourbon
JIM BEAM BBN ORANGE 65|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|ORANGE|Sweet orange complimented by oak, vanilla, and light char
JIM BEAM BBN HONEY 70|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|HONEY|Sweet floral notes of honey marry into the bold bourbon
JIM BEAM BBN VANILLA 12/10PK PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|VANILLA|Jim Beam Vanilla combines the natural flavor of Madagascar Bourbon Vanilla bean with the world's finest Kentucky Straight Bourbon Whiskey. The result is a perfect balance of rich full-bodied vanilla and subtle hints of oak, complemented with the deep caramel notes of bourbon.
JIM BEAM BBN APPLE 70 12/10PK PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
JIM BEAM BBN HONEY 65|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|HONEY|Sweet floral notes of honey marry into the bold bourbon
JIM BEAM KENTUCKY FIRE 65|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|CINNAMON|Intense, sweet cinnamon with subtle bourbon notes and a fiery kick
JIM BEAM BBN APPLE 65 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|Juicy, fresh green apple with a balance of tart and sweet, and with subtle oak undertones
JIM BEAM BBN ORANGE 65 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|ORANGE|
JIM BEAM BBN ORANGE 65W/HBALL GLS|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|ORANGE|
JIM BEAM BBN APPLE 70 W/2 ROCK GLS|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|APPLE|The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
JIM BEAM BBN HONEY 70 12/10PK|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|HONEY|Sweet floral notes of honey marry into the bold bourbon
JIM BEAM BBN VANILLA 70|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|VANILLA|
JIM BEAM BBN HONEY 70 PET|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX|HONEY|.
JIM BEAM BBN APPLE 70 W/TOPO CHICO|JIM BEAM|WHISKEY-AMERICAN|FLAVORED WHISKEY-AMERICAN|TX||
JIM BEAM BLACK 8YR 86 W/2 RK GL(OL|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN 80 DODGERS CHAMPIONS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN SIGN CRAFT HIGH RYE90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN DEVILS CUT 90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||We use a proprietary process that extracts the rich bourbon trapped inside the barrel wood. When ready, we then blend this liquid with extra-aged bourbon and bottle it at 90 proof for robust, premium bourbon with deep color, aroma, and character.
JIM BEAM BBN SIGN CRAFT QTR CASK86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||This bourbon has a deep nose of oak and vanilla, with a spicy backdrop. On the palate it presents hints of caramel and vanilla and a heavy oakiness.
JIM BEAM BBN SIGN CRAFT BARLEY 90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BOURBON 80 SQUARE|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BOURBON 80 225TH W/BAG|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BOURBON 80 W/2 GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN SIGN CRAFT WHEAT 90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN 80 W/2-50ML JB BLK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BOURBON 80 W/HIGHBALL GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN W/THERMAL PLASTIC CUP|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BBN W/BBQ SAUCE(OL)|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN SB(NICKEL CITY)95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN 4YR 80 15PK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK EX AGED W/2 GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BOURBON 80 225TH ANNIV|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BOURBON 80 PET|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BBN SIGN CRAFT TRITICAL90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN 80 W/SH GL&BEER GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BOURBON 80 PET W/ORANGEHH|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BOURBON HOME FRONT 80|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN W/2 ROCK GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
JIM BEAM BOURBON 80 W/7 UP|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN 80 W/2-50ML HH 6PK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BOURBON 80 W/T SHIRT|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BOURBON 80 W/2-50ML 8Y|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN BLACK 7YR 90|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK EX AGED 86 12P|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||.
JIM BEAM BBN W/50ML BEAM APPLE|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN SB(ONE FIFTH)95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN 80 W/GLS DONOTUSE|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BOURBON 80 W/HIGHBALL MUG|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Medium-bodied, mellow, hints of caramel and vanilla
JIM BEAM BOURBON 80 W/COWBOYS GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||The perfect balance of spicy, nutty and vanilla notes with hints of sweet sherry and exceptional smoothness. Smooth and mellow.
JIM BEAM BBN SUNSHINE BLEND RLS 80|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLK 8YR DA W/2S GL(OL|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Displays noticeable hints of distinctive aromas and characteristic flavors.
JIM BEAM BBN SIGN CRAFT 12YR 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN DOUBLE OAK 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Bold intense bourbon
JIM BEAM BOURBON 80 W/50ML JB BLK|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BOURBON 80 W/COWBOYS GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
JIM BEAM BBN BLK 6W/6WO GOLFBALL|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||.
JIM BEAM BBN BLACK EX AGED W/2 GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN DEVILS CUT 90(OL)|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||We use a proprietary process that extracts the rich bourbon trapped inside the barrel wood. When ready, we then blend this liquid with extra-aged bourbon and bottle it at 90 proof for robust, premium bourbon with deep color, aroma, and character.
JIM BEAM BBN DIST CUT 100GB(6W/6WO|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Aroma of soft charred oak is the perfect complement to a palate of caramel.
JIM BEAM BBN BLACK 86 12/10PK TRAN|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BBN BLACK EX AGED W/GOLFB|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BOURBON 80 W/ASTROS GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Aged 18 months, our anejo is refined, elegant and expressive with hints of fruit, mingled with oak, touches of vanilla and a bit of spice.
JIM BEAM BBN SGL BRL SEL BATCH 108|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN SINGLE BARREL 95 GB|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLACK W/2GLFBL(6W/6WO|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BBN BLACK EXTRA AGED 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BBN DEVILS CUT W/2 SHT GL|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||We use a proprietary process that extracts the rich bourbon trapped inside the barrel wood. When ready, we then blend this liquid with extra-aged bourbon and bottle it at 90 proof for robust, premium bourbon with deep color, aroma, and character.
JIM BEAM BBN W/100ML JB VAN|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN BLACK W/FEVER TR SODA|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Jim Beam Black is a premium bourbon with a more flavorful character, made to be sipped and savored. It has full-bodied flavor with smooth caramel and warm oak notes. This extra-aged bourbon has a balanced, rich and flavorful character with a deep mix of oak, cinnamon and vanilla aromas.
JIM BEAM BOURBON 80 W/ASTROS GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN SB(SIGEL)95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN W/JB BBQ SAUCE|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN SB(FOSSIL CREEK)95|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN BLK W/HIGHBALL GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
JIM BEAM BBN SIGN CRAFT BRANDY 86|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||This bourbon exhibits vanilla and oak notes on the nose. For the palate, you will notice subtle hints of caramel.
JIM BEAM BBN BLACK EX AGED(REPLICA|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Full-bodied, heavier caramel, well-balanced, rich and flavorful
JIM BEAM BBN W/MUSIC DOWNLOAD|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BBN W/2 ROCK GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Its beautiful amber color, deep and heart-warming, foretells its eloquent strength. Its aroma fills the nose with delicate nuances of flowers, mixed spices, nutmeg and blanched fennel. The power and depth of the aroma is echoed in the mouth, where the spices, notably pepper, play a key supporting role in this blossoming symphony. Then the structure takes shape: leather notes gather, alongside nuts and candied fruits.
JIM BEAM BOURBON 80 W/HDAY HB GLS|JIM BEAM|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
